work_key,title,authors,subjects,first_publish_year,cover_url,main_author,clean_subjects
/works/OL81773W,Dinosaurs Before Dark,Mary Pope Osborne,"Fiction, Juvenile fiction, Magic, Dinosaurs, Tree houses, Time travel, Spanish language materials, Brothers and sisters, Dinosaurios, Magia, Casas en árboles, Ficción juvenil, Viajes a través del tiempo, Children's fiction, Dinosaurs, fiction, Time travel, fiction, Magic, fiction, Fantasy fiction, Tree houses, fiction, Adventure and adventurers, fiction",1992,https://covers.openlibrary.org/b/id/14390457-L.jpg,Mary Pope Osborne,"fiction, juvenile fiction, magic"
/works/OL1868687W,The Enchanted Typewriter,John Kendrick Bangs,"Fantasy, Fiction, Fiction, humorous, general, Fiction, short stories (single author), Fiction, general",1899,https://covers.openlibrary.org/b/id/5811385-L.jpg,John Kendrick Bangs,"fantasy, fiction, humorous"
/works/OL894245W,The dark is rising,Susan Cooper,"Fiction, Fantasy, Good and evil, Juvenile fiction, Will Stanton (Fictitious character), Magic, Fantasies, Children's fiction, Fantasy fiction, Magic, fiction, Stanton, will (fictitious character), fiction, Cornwall (england : county), fiction, Brothers and sisters, fiction, Siblings, fiction, Children: Grades 2-3, England, Children's stories, Newbery Honor, Space and time, Reading (Secondary)",1972,https://covers.openlibrary.org/b/id/9363540-L.jpg,Susan Cooper,"fiction, fantasy, good and evil"
/works/OL81596W,Black house,"Stephen King, Peter Straub","Fiction, Ficción, Novela de misterio, Asesinatos seriales, Serial murders, Ex-police officers, Novela fantástica, Ex-policía, Mystery, Serial murderers, Investigation, Murder, Detective and mystery stories, Fantasy fiction, Horror tales, Fantasy, Detective and mystery fiction, Mystery fiction, Fiction, short stories (single author), Fiction, thrillers, general",2001,https://covers.openlibrary.org/b/id/14652973-L.jpg,Stephen King,"fiction, ficción, novela de misterio"
/works/OL262141W,Mary Poppins,P. L. Travers,"Magic, Translations into Thai, Children's stories, Thai, Translations from English, Children's stories, English, Magic in fiction, Fiction, Fantasy, England in fiction, Fairy tales, Mary Poppins (Fictitious character), Children's stories, Translations into Russian, Juvenile fiction, Nannies, Fantasy fiction, Magic, fiction, Children's fiction, Babysitters, fiction, Family life, fiction",1934,https://covers.openlibrary.org/b/id/7421-L.jpg,P. L. Travers,"magic, translations into thai, children's stories"
/works/OL2004807W,Tom's Midnight Garden,Philippa Pearce,"Large type books, Livres en gros caractères, Large print books, Fantasy, Juvenile fiction, Ghosts, Fiction, Children's fiction, Gardens, fiction, Gardens, Children's stories, Imagination, Children's literature, Language arts grade 7., Night, fiction, Space and time, Carnegie Medal, Dreams, Literary prizes, Time",1958,https://covers.openlibrary.org/b/id/3077039-L.jpg,Philippa Pearce,"large type books, livres en gros caractères, large print books"
/works/OL2271589W,Die unendliche Geschichte,Michael Ende,"Imaginary Voyages, Bien y mal, Adventure and adventurers, Juvenile fiction, Cuentos de aventuras, Voyages, imaginary, Fantasy, Spanish language materials, Ficción juvenil, Novela fantástica, Fiction, Viajes imaginarios, Good and evil, Children’s Middle Grade Action & Adventure Books, creatures, wolves, oracles, turtles, Courage, Fantastic fiction",1979,https://covers.openlibrary.org/b/id/7383413-L.jpg,Michael Ende,"imaginary voyages, bien y mal, adventure and adventurers"
/works/OL81614W,Rose Madder,Stephen King,"rose madder, audiobooks, miscarriage, internal affairs, women's shelters, domestic violence, Greek mythology, fantasy, thriller, horror, Fiction, Revenge, Domestic Abuse, Runaway wives, Art in fiction, Horror tales, Art, Psychological fiction, love stories, Fiction, suspense",1995,https://covers.openlibrary.org/b/id/8578049-L.jpg,Stephen King,"rose madder, audiobooks, miscarriage"
/works/OL453735W,Guards! Guards!,Terry Pratchett,"Fiction in Spanish, Discworld (Imaginary Place), Samuel Vimes (Fictitious character), Fiction, Guards troops, Fantasy, Translations into Italian, English fiction, Fiction, fantasy, general, Discworld (imaginary place), fiction, Carrot (fictitious character : pratchett), fiction, Fiction, humorous, English literature, British and irish drama (dramatic works by one author)",1989,https://covers.openlibrary.org/b/id/13095550-L.jpg,Terry Pratchett,"fiction in spanish, discworld (imaginary place), samuel vimes (fictitious character)"
/works/OL1449080W,Doctor Dolittle's garden,Hugh Lofting,"Juvenile fiction, Animals, Veterinarians, Children's stories, English, Fiction, Children's stories, Gardens, Insects, Fantasy, Dolittle, doctor (fictitious character), fiction, Animals, fiction, Fantasy fiction, Children's fiction",1927,https://covers.openlibrary.org/b/id/9244265-L.jpg,Hugh Lofting,"juvenile fiction, animals, veterinarians"
/works/OL492642W,The Last Olympian,Rick Riordan,"Serie:Percy_Jackson_and_the_Olympians, Fiction, Greek Mythology, Monsters, Mythical Animals, Juvenile fiction, Young Adult Fiction, Children's fiction, Monsters, fiction, Fantasy fiction, Animals, mythical, fiction, Adventure and adventurers, fiction, nyt:series_books=2007-07-21, New York Times bestseller, New York Times reviewed, Teenage boys, Mothers, School Library Journal Best Book of the Year (2005), Teenagers, Prophecies",2009,https://covers.openlibrary.org/b/id/6624107-L.jpg,Rick Riordan,"serie:percy_jackson_and_the_olympians, fiction, greek mythology"
/works/OL2794726W,The Regulators,Stephen King,"science fiction, Audiobooks, autistic children, fantasy, paranormal, Fiction, Horror, Ohio -- Fiction, horror tales, Homicide, Crime, Fiction, thrillers, general, Fiction, occult & supernatural, Ohio, fiction, American fiction, Fiction, horror, Wentworth (ohio : imaginary place), fiction, Garon, seth (fictitious character), fiction, Demoniac possession, Suburbs",1996,https://covers.openlibrary.org/b/id/14651906-L.jpg,Stephen King,"science fiction, audiobooks, autistic children"
/works/OL2195990W,Trollkarlens hatt,Tove Jansson,"Children's fiction, Fantasy fiction, Children's literature, Swedish, Children's stories, Swedish, Fiction, Translations into Russian, Winter, Fantasy, Family life, fiction, Family, fiction, Hibernation, Sleep, Juvenile fiction, Moomins (Fictitious characters), Hats, Juvenile Literature, Children's stories, moomin, Family, Fairy tales",1950,https://covers.openlibrary.org/b/id/3180402-L.jpg,Tove Jansson,"children's fiction, fantasy fiction, children's literature"
/works/OL27517W,Farmer Giles of Ham,J.R.R. Tolkien,"English Fantasy fiction, Fiction, Fantasy, Fairy tales, Children's stories, Dragons, Children's fiction, Fantasy fiction, Dragons, fiction, Fiction, fantasy, general, Historical fantasy fiction, British and irish fiction (fictional works by one author), Juvenile fiction, British Adventure stories",1949,https://covers.openlibrary.org/b/id/9158606-L.jpg,J.R.R. Tolkien,"english fantasy fiction, fiction, fantasy"
/works/OL15049633W,La Petite Sirene (French Well Loved Tales),"Hans Christian Andersen, Yayoi Kusama, Bernadette Watts","Contes danois, Fairy tales, Mermaids, Fiction, Children's stories, Danish, Translations into English, Coloring books, Translations into Russian, Children's audiobooks, Translations into Marathi, Fairytales, Juvenile fiction, Tales, Plays, Children's plays, Children's fiction, Mermaids, fiction, Children's stories, English, Musical books, Sound effects books",1935,https://covers.openlibrary.org/b/id/10563313-L.jpg,Hans Christian Andersen,"contes danois, fairy tales, mermaids"
/works/OL2163638W,Mostly Harmless,Douglas Adams,"Ford Prefect (Fictitious character), Arthur Dent (Fictitious character), Interplanetary voyages, Fiction, English literature, New York Times reviewed, Humorous stories, Fantasy, Science fiction, Fantastic fiction, Fiction, science fiction, general, Prefect, ford (fictitious character), fiction, Dent, arthur (fictitious character), fiction, Fiction, humorous, general, Large type books, Voyages, imaginary",1991,https://covers.openlibrary.org/b/id/11465755-L.jpg,Douglas Adams,"ford prefect (fictitious character), arthur dent (fictitious character), interplanetary voyages"
/works/OL15891846W,Flat Stanley,"Jeff Brown, Jon Mitchell, Tomi Ungerer, Tony Ross","Humorous stories, Art thieves, Juvenile fiction, Fiction, Stanley Lambchop (Fictitious character), Boys, Stanley Lambchop (Fictional character), Humorous fiction, Fantasy, Children's fiction, Boys, fiction, Bulletin boards, Picture books, Family life, fiction, Cooperation, Brothers, Children's stories, Problem children, fiction, Hermanos, Novela juvenil",1926,https://covers.openlibrary.org/b/id/5140225-L.jpg,Jeff Brown,"humorous stories, art thieves, juvenile fiction"
/works/OL4114525W,Corduroy,Don Freeman,"Chinese language materials, Corduroy (Fictitions character), Day, Department stores, Fiction, Juvenile fiction, Picture books, Teddy bears, Toys, Percussion instruments, Motor learning, Children's fiction, Toys, fiction, Corduroy (fictitious character), fiction, Bears, fiction, Fantasy, Corduroy (Fictitious character), Pictorial works, Juguetes, Bears",1968,https://covers.openlibrary.org/b/id/1333207-L.jpg,Don Freeman,"chinese language materials, corduroy (fictitions character), day"
/works/OL2010436W,Wizard's First Rule,Terry Goodkind,"Fiction, Wizards, Wizards in fiction, Fiction, fantasy, general, Fiction, fantasy, epic, Amnell, kahlan (fictitious character), fiction, D'haran empire (imaginary place), fiction, Richard Rahl (Fictitious character), Fantasy, Fantasy fiction, Magic, Epic Fantasy, High Fantasy, Adventure",1994,https://covers.openlibrary.org/b/id/1005963-L.jpg,Terry Goodkind,"fiction, wizards, wizards in fiction"
/works/OL468677W,Tale of Despereaux,Kate DiCamillo,"Fairy tales, Newbery Medal, Juvenile fiction, Princesses, Cuentos de hadas, Fiction, Ficción juvenil, Ratones, Mice, Princesas, Rats, Action & Adventure, Mice, Hamsters, Guinea Pigs, Animals, Fairy Tales & Folklore, Large type books, Children's fiction, Mice, fiction, American Fantasy fiction, NEWBERRY MEDAL",2003,https://covers.openlibrary.org/b/id/541143-L.jpg,Kate DiCamillo,"fairy tales, newbery medal, juvenile fiction"
/works/OL15401200W,The Lost Hero,Rick Riordan,"Serie:The_Heroes_of_Olympus, nyt:chapter_books=2010-11-06, New York Times bestseller, fantasy, adventure, kids, teens, children, Greek Mythology, Juvenile fiction, Fiction, Gaia (Greek deity), Camps, Monsters, Children's fiction, Fantasy fiction, Gods, fiction, Camps, fiction, Monsters, fiction, nyt:paperback-books=2012-04-22",2010,https://covers.openlibrary.org/b/id/12848687-L.jpg,Rick Riordan,"serie:the_heroes_of_olympus, nyt:chapter_books=2010-11-06, new york times bestseller"
/works/OL453670W,Equal Rites,Terry Pratchett,"Fantasy, Fiction, Samuel Vimes (Fictitious character), Discworld (Imaginary place), Fiction, science fiction, general, Science fiction, Wizards, Fantasy fiction, Discworld (imaginary place), fiction, Fiction, fantasy, general, Fiction, humorous, English Fantasy fiction, Translations into Spanish, Spanish Fantasy fiction, Translations from English, Fiction, humorous, general, Literature and fiction, fantasy, Granny weatherwax (fictitious character), fiction, Fiction, satire, Margaret A. Edwards Award",1987,https://covers.openlibrary.org/b/id/6925774-L.jpg,Terry Pratchett,"fantasy, fiction, samuel vimes (fictitious character)"
/works/OL73382W,Dragonquest,Anne McCaffrey,"Pern, Dragons, Fiction, Fiction in English, Life on other planets, Science fiction, Space colonies, Fantasy fiction, Fantasy, Adventure stories, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Pern (imaginary place), fiction, Fiction, fantasy, epic, Pern (Imaginary place), Spanish language",1971,https://covers.openlibrary.org/b/id/12077053-L.jpg,Anne McCaffrey,"pern, dragons, fiction"
/works/OL453989W,Wintersmith,"Terry Pratchett, Paul Kidby","Young adult fiction, humor, Winter, satire, Juvenile Fiction, Fairies, Fiction, Witches, mythology, Fantasy, Reading Level-Grade 5, Reading Level-Grade 4, Reading Level-Grade 7, Reading Level-Grade 6, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 10, Children's fiction, Witches, fiction, Fantasy fiction",2006,https://covers.openlibrary.org/b/id/14645769-L.jpg,Terry Pratchett,"young adult fiction, humor, winter"
/works/OL66218W,Wicked,Gregory Maguire,"Love, Witches, Fiction, Oz (Imaginary place), Brujas, Novela, Oz (Lugar imaginario), Novela fantástica, Spanish language materials, Fiction, fantasy, general, Oz (imaginary place), fiction, Fantasy fiction, Occult fiction, Classic Literature, Good and evil, Fantasy, Reading Level-Grade 9, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12",1995,https://covers.openlibrary.org/b/id/38706-L.jpg,Gregory Maguire,"love, witches, fiction"
/works/OL5725964W,Artemis Fowl and the Arctic Incident,Eoin Colfer,"science fiction, Secuestro, Mothers and sons, Kidnapping, Magic, Magia, Juvenile fiction, Padre e hijos, Fairies, Fathers and sons, Fiction, Novela juvenil, Hadas, Padre e hijo, Ficción juvenil, Children's fiction, Fowl, artemis (fictitious character), fiction, Kidnapping, fiction, Mothers and sons, fiction, Fairies, fiction",2001,https://covers.openlibrary.org/b/id/8231795-L.jpg,Eoin Colfer,"science fiction, secuestro, mothers and sons"
/works/OL894247W,"Over Sea, Under Stone (The Dark Is Rising #1)",Susan Cooper,"Adventure stories, Brothers and sisters, Cornwall (England : County ), Fantasy, Fantasy fiction, Ficción juvenil, Fiction, Hermanos, Juvenile fiction, Magic, Novela fantástica, Large type books, Good and evil, Archaeology, Buried treasure, Mystery and detective stories, Children's fiction, Cornwall (England), Cornwall (england : county), fiction, Magic, fiction",1965,https://covers.openlibrary.org/b/id/436197-L.jpg,Susan Cooper,"adventure stories, brothers and sisters, cornwall (england : county )"
/works/OL453787W,Lords and Ladies,"Terry Pratchett, Nigel Planer, Tony Robinson","Fiction, Discworld (Imaginary place), Fantasy, Fiction, fantasy, general, Discworld (imaginary place), fiction, Granny weatherwax (fictitious character), fiction, Drama, Fiction, humorous, Literature and fiction (general), Literature and fiction, fantasy, English Fantasy fiction, Translations into Dutch, Witches, English literature",1992,https://covers.openlibrary.org/b/id/14646144-L.jpg,Terry Pratchett,"fiction, discworld (imaginary place), fantasy"
/works/OL166894W,Преступление и наказание,Фёдор Михайлович Достоевский,"English Translations, Russian literature, Novela psicológica, Fiction, Translations into Yiddish, Psychological fiction, German language, Murder, Fiction in Spanish, Mystery fiction, Classic Literature, Detective and mystery stories, Open Library Staff Picks, Guilt, open_syllabus_project, Novela policíaca, Crime, Social life and customs, Ficción, Murderers",1866,https://covers.openlibrary.org/b/id/9411873-L.jpg,Фёдор Михайлович Достоевский,"english translations, russian literature, novela psicológica"
/works/OL76501W,Greenmantle,John Buchan,"Fiction, thrillers, espionage, Hannay, richard (fictitious character), fiction, Great britain, fiction, World war, 1914-1918, fiction, Fiction, war & military, Richard Hannay (Fictitious character), World War, 1914-1918, Literature, Mystery, Fiction, Intelligence service, Classic Literature, Fiction, espionage, Secret service, Large type books, Romans, Guerre mondiale, 1914-1918, English War stories, Récits de guerre anglais, English literature",1915,https://covers.openlibrary.org/b/id/93023-L.jpg,John Buchan,"fiction, thrillers, espionage"
/works/OL1315930W,Trent's Last Case,"E. C. Bentley, E. Bentley","Fiction, general, Fiction, mystery & detective, general, Fiction, Philip Trent (Fictitious character), Private investigators, Private investigators in fiction, England, fiction, Detective and mystery stories, English language, Text-books for foreigners, English literature, Englisch, Roman, Fiction, mystery & detective, police procedural, Great britain, fiction, Crime, fiction, Trent, Philip (Fictitious character) -- Fiction, Mystery, English Detective and mystery stories",1913,https://covers.openlibrary.org/b/id/118583-L.jpg,E. C. Bentley,"fiction, general, mystery & detective"
/works/OL76595W,Prester John,John Buchan,"Fiction, Scots, Clergy, Zulu (African people), Viction, Mystery, Adventure stories, Fiction, general, Clergy, fiction, South africa, fiction, Fiction, action & adventure, Prester John (Legendary character) -- Fiction, Prester John (Legendary character), Manners and customs, South Africa -- Social life and customs -- 20th century -- Fiction, South Africa, Zoulous, Romans, nouvelles, Écossais, Clergé",1910,https://covers.openlibrary.org/b/id/5981967-L.jpg,John Buchan,"fiction, scots, clergy"
/works/OL2234917W,Whose Body?,Dorothy L. Sayers,"Mystery, Detectives, Lord Wimsey, Peter (Fictitious character), Translations into Russian, English Detective and mystery stories, Private investigators, Fiction, Police, Classic Literature, Private investigators, fiction, Wimsey, peter, lord (fictitious character), fiction, Fiction, mystery & detective, general, England, fiction, Murder, Investigation, Fiction, mystery & detective, traditional, English literature, Fiction, thrillers, general, Crime, fiction",1923,https://covers.openlibrary.org/b/id/8311819-L.jpg,Dorothy L. Sayers,"mystery, detectives, lord wimsey"
/works/OL176086W,Basil,"Wilkie Collins, Miguel Martínez-Lage","Fiction, Fathers and sons, Young men, Revenge, Inheritance and succession, Psychology, Classic Literature, Mystery, Social classes, Interpersonal relations, Criminals, Adultery, Seduction, British and irish fiction (fictional works by one author), English literature, Fiction, mystery & detective, general, Long Now Manual for Civilization",1852,https://covers.openlibrary.org/b/id/12968342-L.jpg,Wilkie Collins,"fiction, fathers and sons, young men"
/works/OL176068W,The Black Robe,"Wilkie Collins, Wilkie Collins","Classic Literature, Fiction, Mystery, Priesthood, Fiction, thrillers, general, British and irish fiction (fictional works by one author), Fiction, christian, general, Man-woman relationships, fiction, England, fiction, Fiction, classics, Fiction, epistolary, English literature, Jewish way of life",1881,https://covers.openlibrary.org/b/id/1759983-L.jpg,Wilkie Collins,"classic literature, fiction, mystery"
/works/OL472073W,Murder on the Links,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Private investigators, Murder, Investigation, English Detective and mystery stories, Mystery, Golf courses, English literature, Identity, English fiction, England, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, Private investigators, fiction, Fiction, thrillers, crime, Fiction, mystery & detective, private investigators, Poirot, Hercule (Fictitious character)--Fiction, Private investigators--England--Fiction, Fiction, thrillers, suspense",1923,https://covers.openlibrary.org/b/id/14582832-L.jpg,Agatha Christie,"fiction, hercule poirot (fictitious character), private investigators"
/works/OL6438811W,Fifty Candles,Earl Derr Biggers,"Mystery, Suspense, Fiction, Fiction, mystery & detective, general",1926,https://covers.openlibrary.org/b/id/1956467-L.jpg,Earl Derr Biggers,"mystery, suspense, fiction"
/works/OL250352W,The Amateur Cracksman,E. W. Hornung,"Classic Literature, Criminals, English Detective and mystery stories, Fiction, Mystery, Raffles (Fictitious character), Short Stories, Fiction, general, Raffles (fictitious character), fiction, Raffles (Personnage fictif), Romans, nouvelles, Criminels, England -- Fiction, Detective and mystery stories, English, Criminals -- Fiction, Raffles (Fictitious character) -- Fiction, English Short stories, Large type books, England, fiction, Jewel thieves",1899,https://covers.openlibrary.org/b/id/2895793-L.jpg,E. W. Hornung,"classic literature, criminals, english detective and mystery stories"
/works/OL471576W,Murder on the Orient Express,"Agatha Christie, Andrew Sachs, Ken Ludwig, Not Known, Graham Johnson, Bethany Bolton, Jesse Felton, Chalut, Hal Boffin","Agatha Christie, Private investigator, P.I., Hercule Poirot, Detective, Murder, Mystery, Juvenile, Humour, Fiction, Literature, Stories, Private investigators, Private investigators in fiction, Travel, Railroad, Trains, Express trains, Orient Express, Littérature anglaise",1933,https://covers.openlibrary.org/b/id/11100465-L.jpg,Agatha Christie,"agatha christie, private investigator, p.i."
/works/OL471940W,Poirot investigates,Agatha Christie,"Hercule Poirot (Fictitious character), Private investigators, Chief Inspector Japp (Fictitious character), Belgians, English Detective and mystery stories, Detective and mystery stories, Fiction, Captain Hastings (Fictitious character), English Short stories, Historical Fiction, Mystery, Romance, England, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, short stories, Fiction, mystery & detective, collections & anthologies, Fiction, crime, Fiction, mystery & detective, historical, Private investigators -- England -- Fiction",1924,https://covers.openlibrary.org/b/id/13670505-L.jpg,Agatha Christie,"hercule poirot (fictitious character), private investigators, chief inspector japp (fictitious character)"
/works/OL471932W,The Murder of Roger Ackroyd,Agatha Christie,"detective fiction, mystery, murder, investigation, victim, Private investigators, Detective and mystery stories, Fiction, Mystery & Detective fiction, historical fiction, crime fiction, Unreliable Narrator, Belgians, Investigadores privados, Novela policíaca, Ficción, Fiction, mystery & detective, traditional, Poirot, hercule (fictitious character), fiction, England, fiction, Private investigators, fiction",1926,https://covers.openlibrary.org/b/id/13151356-L.jpg,Agatha Christie,"detective fiction, mystery, murder"
/works/OL137397W,The After House,Mary Roberts Rinehart,"Classic Literature, Fiction, mystery and suspense, Yachting, Fiction, mystery & detective, general, Fiction, thrillers, general, Large type books, Mystery, suspense, Mystery & Detective, General, LITERARY CRITICISM, American, Fiction, sea stories, Fiction, romance, general, Fiction, general, Detective and mystery stories, Mutiny, Adventure stories, English Adventure stories",1914,https://covers.openlibrary.org/b/id/2757973-L.jpg,Mary Roberts Rinehart,"classic literature, fiction, mystery and suspense"
/works/OL1518053W,The Angel of Terror,Edgar Wallace,"Fiction, Mystery, Suspense, Fiction, mystery & detective, general, Crime, fiction",1923,https://covers.openlibrary.org/b/id/1814681-L.jpg,Edgar Wallace,"fiction, mystery, suspense"
/works/OL76837W,The Da Vinci Code,Dan Brown,"Suspense & Thriller, Spiritual Fiction, hieros gamos, Priory of Sion, Holy Grail, Vitruvian Man, Fibonacci sequence, safe deposit boxes, mystery & suspense, Templars, Manuscripts, Last Supper in art, Symbolism in architecture, suspense fiction, adventure fiction, Catholics, puzzles, International thriller, Code and cipher stories, Mystery fiction",2003,https://covers.openlibrary.org/b/id/9255229-L.jpg,Dan Brown,"suspense & thriller, spiritual fiction, hieros gamos"
/works/OL472549W,The Man in the Brown Suit,Agatha Christie,"Fiction, Mystery, English literature, Fiction, mystery & detective, general, French fiction, English Detective and mystery stories, London (england), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, international crime & mystery, Fiction, mystery & detective, amateur sleuth, Fiction, mystery & detective, women sleuths, South Africa -- Fiction, Detective and mystery stories, London (England) -- Fiction, Murder -- Investigation -- Fiction, Women adventurers, Fiction, thrillers, general, Race, colonel johnny (fictitious character), fiction",1924,https://covers.openlibrary.org/b/id/11153508-L.jpg,Agatha Christie,"fiction, mystery, english literature"
/works/OL137396W,The Circular Staircase,Mary Roberts Rinehart,"Classic Literature, Fiction, Detective and mystery stories, Innes, rachel (fictitious character), fiction, Adirondack mountains (n.y.), fiction, Fiction, suspense, Large type books, Open Library Staff Picks, Middle-aged women, Investigation, Murder, Country homes, Fiction, thrillers, suspense, Fiction, mystery & detective, general, Crime, fiction, United states, fiction, Country homes -- Fiction, Murder -- Investigation -- Fiction, Mystery fiction, Middle-aged women -- Fiction",1908,https://covers.openlibrary.org/b/id/2761207-L.jpg,Mary Roberts Rinehart,"classic literature, fiction, detective and mystery stories"
/works/OL262586W,Tales of Terror and Mystery,Arthur Conan Doyle,"Classic Literature, English Detective and mystery stories, English Horror tales, English Short stories, Fiction, Horror, Mystery, English literature, Fiction, general, Fiction, thrillers, general, Fiction, mystery & detective, general, British and irish fiction (fictional works by one author), Fiction, short stories (single author), Fiction, horror, Large type books",1963,https://covers.openlibrary.org/b/id/8311421-L.jpg,Arthur Conan Doyle,"classic literature, english detective and mystery stories, english horror tales"
/works/OL471724W,Death on the Nile,Agatha Christie,"Belgians, Fiction, Hercule Poirot (Fictitious character), Private investigators, English Detective and mystery stories, murder, Historical Fiction, Mystery, Romance, Poirot, Hercule (Personaje literario), Detectives privados, Novela, Belgas, Ficción, Agatha Christie, Detective, Hercule Poirot, Classic, British, Literature",1937,https://covers.openlibrary.org/b/id/14066646-L.jpg,Agatha Christie,"belgians, fiction, hercule poirot (fictitious character)"
/works/OL176081W,The Law and the Lady,"Wilkie Collins, Camille de Cendrey","Classic Literature, Fiction, Mystery, Women detectives, Married women, Investigation, Social conditions, Women, Murder, Fiction, mystery & detective, women sleuths, Married people, fiction, British and irish fiction (fictional works by one author), England, fiction, Crime, fiction, Fiction, mystery & detective, general, Fiction, crime, English literature, Long Now Manual for Civilization",1875,https://covers.openlibrary.org/b/id/6396941-L.jpg,Wilkie Collins,"classic literature, fiction, mystery"
/works/OL1172118W,The Lodger,Marie Belloc Lowndes,"Classic Literature, Fiction, Serial murders, Fiction, mystery & detective, collections & anthologies, Fiction, general, Fiction, mystery & detective, general, London (england), fiction, Serial murders, fiction, Fiction, mystery & detective, historical, Jack, the ripper, fiction, Fiction, thrillers, suspense, Fiction, thrillers, general, Fiction, suspense, Fiction, mystery & detective, traditional, England, fiction, Detective and mystery stories, Serial murders -- Fiction, Whitechapel (London, England) -- Fiction, Jack, the Ripper -- Fiction, Mystery",1913,https://covers.openlibrary.org/b/id/696674-L.jpg,Marie Belloc Lowndes,"classic literature, fiction, serial murders"
/works/OL1868679W,R. Holmes & Co.,John Kendrick Bangs,"Criminals, Fiction, Private investigators, Mystery, Fiction, mystery & detective, general, Fiction, general",1906,https://covers.openlibrary.org/b/id/5716647-L.jpg,John Kendrick Bangs,"criminals, fiction, private investigators"
/works/OL1546094W,L'affaire Lerouge,Émile Gaboriau,"Fiction, Mystery, Fiction, mystery & detective, general",1800,https://covers.openlibrary.org/b/id/4486242-L.jpg,Émile Gaboriau,"fiction, mystery, mystery & detective"
/works/OL1517945W,The daffodil murder,Edgar Wallace,"Fiction, Mystery, Fiction, mystery & detective, general, England, fiction, Young women, fiction",1921,https://covers.openlibrary.org/b/id/2895230-L.jpg,Edgar Wallace,"fiction, mystery, mystery & detective"
/works/OL471509W,The A.B.C. Murders,Agatha Christie,"Fiction, Mystery, Agatha Christie, Hercule Poirot (Fictitious character), Series, #13, Classic, British, Literature, Stories, Detective, P.I., Private investigator, Serial murders, Suspense, Humour, Humorous, Poirot, Hercule (Personaje literario), Inglaterra, Novela, Asesinatos seriales",1936,https://covers.openlibrary.org/b/id/14573514-L.jpg,Agatha Christie,"fiction, mystery, agatha christie"
/works/OL471500W,4:50 from Paddington,Agatha Christie,"Fiction, Mystery, Jane Marple (Fictitious character), Fiction, mystery & detective, general, Marple, jane (fictitious character), fiction, English literature, English language, Fiction, mystery & detective, traditional, Murder, Investigation, Meurtre, Romans, nouvelles, Mystery fiction, Homicide, Fiction, mystery & detective, women sleuths, England, fiction, series:Miss_Marple, Women detectives",1957,https://covers.openlibrary.org/b/id/13151352-L.jpg,Agatha Christie,"fiction, mystery, jane marple (fictitious character)"
/works/OL30040W,The Mysterious Key And What It Opened,Louisa May Alcott,"Fiction, Mystery, Fiction, thrillers, general, Fiction, mystery & detective, general, Fiction, romance, historical, general, American literature, Fiction, general",2004,https://covers.openlibrary.org/b/id/1815112-L.jpg,Louisa May Alcott,"fiction, mystery, thrillers"
/works/OL250350W,Dead Men Tell No Tales,E. W. Hornung,"Fiction, Mystery, Fiction, general",1899,https://covers.openlibrary.org/b/id/2890645-L.jpg,E. W. Hornung,"fiction, mystery, general"
/works/OL176087W,The dead secret,Wilkie Collins,"Fiction, Social life and customs, Inheritance and succession, Inheritance and succession in fiction, England in fiction, Mothers and daughters in fiction, Illegitimate children in fiction, Mothers and daughters, Illegitimate children, Mystery, Fiction, mystery & detective, general, British and irish fiction (fictional works by one author), Unmarried mothers, Identity (Psychology), History, General, Fiction, mystery & detective, traditional, English literature, Inheritance and succession -- Fiction, Mothers and daughters -- Fiction",1857,https://covers.openlibrary.org/b/id/14305247-L.jpg,Wilkie Collins,"fiction, social life and customs, inheritance and succession"
/works/OL471771W,A Murder Is Announced,Agatha Christie,"Fiction, Mystery, Agatha Christie, Miss Marple, Series, British, Amateur, Detective, Classic, Literature, Braille, Audio-book, Party, Invitation, Crime, Murder, Suspense, Humour, Women detectives in fiction, Women detectives",1950,https://covers.openlibrary.org/b/id/14578204-L.jpg,Agatha Christie,"fiction, mystery, agatha christie"
/works/OL2895540W,The house by the church-yard,Joseph Sheridan Le Fanu,"Ireland in fiction, Fiction, Fiction, historical, general, Fiction, mystery & detective, general, Classic Literature, Mystery, English literature, Fiction, religious, Fiction, horror",1863,https://covers.openlibrary.org/b/id/3950063-L.jpg,Joseph Sheridan Le Fanu,"ireland in fiction, fiction, historical"
