work_key,title,authors,subjects,first_publish_year,cover_url
/works/OL18412W,Dorothy and the Wizard in Oz,L. Frank Baum,"Fairy tales, Fiction, Oz (Imaginary place), Fantasy, Classic Literature, Juvenile fiction, Fantasy fiction, Children's fiction, Oz (imaginary place), fiction, Children: Grades 4-6, Dorothy Gale (Fictitious character), Comic books, strips, Comics & graphic novels, fantasy, California, fiction, Earthquakes, fiction, Wizards, fiction, Literature and fiction, juvenile, Fiction, fantasy, general, Fiction, science fiction, action & adventure",1908,https://covers.openlibrary.org/b/id/12648659-L.jpg
/works/OL18411W,The Lost Princess of Oz,L. Frank Baum,"Fantasy, Juvenile literature, Children's stories, Classic Literature, Fiction, Oz (Imaginary place), Fantasy fiction, Children's fiction, Oz (imaginary place), fiction, Fiction, fantasy, general",1917,https://covers.openlibrary.org/b/id/854819-L.jpg
/works/OL407476W,The Story of the Amulet,Edith Nesbit,"Roman pour la jeunesse, Litterature fantastique, Classic Literature, Fiction, Juvenile Literature, Children's fiction, Fantasy fiction, Child and youth fiction, Wishes, Juvenile fiction, Brothers and sisters, Fairy tales, Fiction, fantasy, collections & anthologies, Fairies, Time travel, Fantasy, Fantasy literature, Brothers and sisters -- Juvenile fiction, England -- Juvenile fiction, Wishes -- Juvenile fiction",1905,https://covers.openlibrary.org/b/id/13241470-L.jpg
/works/OL262358W,The Complete Life and Adventures of Santa Claus,L. Frank Baum,"Fantasy, Fiction, Juvenile Fiction, Science Fiction & Fantasy, Classic Literature, Christmas stories, Christmas, Santa Claus, Children: Kindergarten, Children's fiction, Santa claus, fiction, Christmas, fiction, General, BIOGRAPHY & AUTOBIOGRAPHY, American fiction (fictional works by one author), Fiction, general, Classics, JUVENILE FICTION / General, Holidays & Celebrations, Christmas & Advent",1902,https://covers.openlibrary.org/b/id/1979059-L.jpg
/works/OL151411W,Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,"adventure and adventurers, adventure and adventurers, fiction, adventure stories, adventure travel, animals, anthropomorphism, artists' illustrated books, books and reading, british and irish fiction (fictional works by one author), child and youth fiction, children, children's fiction, children's literature, children's literature, english, children's stories, children's stories, english, classic literature, classics, croquet, curiosity",1889,https://covers.openlibrary.org/b/id/8595966-L.jpg
/works/OL262390W,The Road to Oz,L. Frank Baum,"Fairy tales, Juvenile Fiction, Fiction, Oz (Imaginary place), Fantasy, Classic Literature, Children's fiction, Fantasy fiction, Oz (imaginary place), fiction, Fiction, fantasy, general",1909,https://covers.openlibrary.org/b/id/8243922-L.jpg
/works/OL262384W,The Sea Fairies,L. Frank Baum,"Children's stories, Juvenile fiction, Classic Literature, Fiction, Children's fiction, Fantasy fiction, Fantasy, Fiction, historical, general",1911,https://covers.openlibrary.org/b/id/1814237-L.jpg
/works/OL262341W,Baum's American Fairy Tales,L. Frank Baum,"Children's stories, American, Juvenile Fiction, Fiction, Fantasy, Fairy tales, Classic Literature, Short stories, Tales, united states, Contes de fées",1901,https://covers.openlibrary.org/b/id/709869-L.jpg
/works/OL262385W,Sky Island,L. Frank Baum,"Fantasy, Children's fiction, Fantasy fiction, Adventure and adventurers, fiction, Magic, fiction, Parrots, fiction, Fairies, fiction, Juvenile fiction, Imaginary places",1912,https://covers.openlibrary.org/b/id/2752804-L.jpg
/works/OL262352W,The Scarecrow of Oz,L. Frank Baum,"Classic Literature, Fantasy, Fiction, Fairy tales, Children's fiction, Fantasy fiction, Oz (imaginary place), fiction, Dorothy Gale (Fictitious character), Juvenile fiction, Fiction, fantasy, general",1915,https://covers.openlibrary.org/b/id/431586-L.jpg
/works/OL18405W,The Patchwork Girl of Oz,L. Frank Baum,"Fantasy, Juvenile fiction, Fairy tales, Children's fiction, Fantasy fiction, Oz (imaginary place), fiction, Large type books, Adventure and adventurers, fiction, Oz (Imaginary place)",1913,https://covers.openlibrary.org/b/id/1473369-L.jpg
/works/OL262380W,The Magic of Oz,L. Frank Baum,"Fantasy, Juvenile fiction, Wizard of Oz (Fictitious character), Dorothy Gale (Fictitious character), Fiction, Children's fiction, Fantasy fiction, Oz (imaginary place), fiction, Oz (Imaginary place), Princesses, Oz (Lieu imaginaire), Romans, nouvelles, etc. pour la jeunesse, Adventure and adventurers, fiction",1919,https://covers.openlibrary.org/b/id/5071176-L.jpg
/works/OL18414W,Tik-Tok of Oz,L. Frank Baum,"Fairy tales, Fantasy fiction, Juvenile fiction, Fiction, Oz (Imaginary place), Fantasy, American Fantasy fiction, Classic Literature, Children: Grades 4-6, Children's fiction, Oz (imaginary place), fiction, Fiction, historical, general, Oz (Lieu imaginaire), Romans, nouvelles, Fantasmes, Romans, nouvelles, etc. pour la jeunesse, Adventure and adventurers, fiction",1914,https://covers.openlibrary.org/b/id/8243277-L.jpg
/works/OL262376W,Rinkitink in Oz,L. Frank Baum,"Classic Literature, Fantasy, Fantasy fiction, Fiction, Juvenile Fiction, Oz (Imaginary place), Children's fiction, Oz (imaginary place), fiction, Fiction, fantasy, general",1916,https://covers.openlibrary.org/b/id/765814-L.jpg
/works/OL99541W,The Enchanted Castle,Edith Nesbit,"Fiction, Fantasy, Magic, Rings, Friendship, History, England, Brothers and sisters, Wishes, Juvenile fiction, Children's fiction, Fantasy fiction, Castles, Children's stories, Children's fantasy fiction, Castles, fiction, Magic, fiction, Fiction, historical, general, Brothers and sisters, fiction, Friendship, fiction",1907,https://covers.openlibrary.org/b/id/6644514-L.jpg
/works/OL262381W,The Tin Woodman of Oz,L. Frank Baum,"Giants, Juvenile fiction, Fiction, Oz (Imaginary place), Fantasy, Children's stories, Fantasy fiction, Children's fiction, Oz (imaginary place), fiction, Fiction, historical, general, Dorothy Gale (Fictitious character)",1918,https://covers.openlibrary.org/b/id/755973-L.jpg
/works/OL27482W,The Hobbit,J.R.R. Tolkien,"Arkenstone, Battle of Five Armies, invisibility, thrushes, eagles, hobbits, wizards, dragons, dwarves, elves, men, trolls, goblins, giant spiders, the one ring, juvenile fantasy, YOUNG ADULT FICTION, Fantasy fiction, Juvenile fiction, Fiction",1937,https://covers.openlibrary.org/b/id/14627509-L.jpg
/works/OL262391W,Glinda of Oz,L. Frank Baum,"Fiction, Fantasy, Children's stories, Classic Literature, Dorothy Gale (Fictitious character), Juvenile fiction, Oz (imaginary place), fiction, Fiction, mystery & detective, general, Fiction, thrillers, suspense, Children's fiction, Fantasy fiction, Adventure and adventurers, fiction, Fiction, fantasy, general, Oz (Imaginary place), Oz (Lieu imaginaire), Romans, nouvelles, etc. pour la jeunesse, Fantasmes",1920,https://covers.openlibrary.org/b/id/758814-L.jpg
/works/OL99535W,The Magic City,Edith Nesbit,"Fantasy, Cities and towns, Juvenile fiction, Fiction, Children's fiction, Fantasy fiction, Fiction, fantasy, general, Magic, fiction",1910,https://covers.openlibrary.org/b/id/1673063-L.jpg
/works/OL99539W,The Phoenix and the Carpet,Edith Nesbit,"English Fantasy fiction, Magic, Brothers and sisters, Juvenile fiction, Great Britain in fiction, Magic in fiction, Fiction, Brothers and sisters in fiction, Phoenix (Mythical bird), Mythical Animals, History, Children: Grades 4-6, Children's fiction, Fantasy fiction, British and irish fiction (fictional works by one author), Carpets, Fantasy, Siblings, Brothers and sisters -- Juvenile fiction, Magic -- Juvenile fiction",1903,https://covers.openlibrary.org/b/id/902122-L.jpg
/works/OL1168083W,Nineteen Eighty-Four,George Orwell,"futurology, censorship, surveillance, rebels, sting operations, historical negationism, memory holes, thoughtcrime, Outer Party, resistance movements, Newspeak, perpetual war, telescreens, cult of personality, Ingsoc, Satirical literature, English science fiction, FICTION CLASSICS, CLASSICS, CONTEMPORARY FICTION",1949,https://covers.openlibrary.org/b/id/9267242-L.jpg
/works/OL1527356W,Le avventure di Pinocchio,Carlo Collodi,"Fantasy, Puppets, Fiction, Fairy tales, Children's stories, Italian, Latin language, Readers, dormice, ringmasters, glowworrms, weasels, hanging, falcons, poodles, stagecoaches, owls, crows, funeral directors, rabbits, carpenters",1883,https://covers.openlibrary.org/b/id/8597022-L.jpg
/works/OL462007W,Peter Pan,J. M. Barrie,"Open Library Staff Picks, English Children's fiction, Pop-up books, Toy and movable books, Never-Never Land (Imaginary place), Specimens, Juvenile fiction, Fiction, Peter Pan (Fictitious character), open_syllabus_project, Children's stories, Classic Literature, Drama, Fantasy, Pirates, Children's plays, Fairy plays, Large type books, Fairies, Darling, Wendy (Fictitious character : Barrie)",1911,https://covers.openlibrary.org/b/id/8237052-L.jpg
/works/OL1100007W,Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,"Viajes alrededor del mundo, Translations into Gujarati, Fiction, Translations from French, Children's stories, French, Historical fiction, Korean language materials, Adventure and adventurers, Open Library Staff Picks, Children's stories, English, Adventure stories, Wagers, French fiction, Juvenile fiction, Translations into English, Voyages around the world, Ficción, Adventure fiction, French Science fiction, Submarines (Ships)",1872,https://covers.openlibrary.org/b/id/6976035-L.jpg
/works/OL15450W,Phantastes,George MacDonald,"Fairy tales, Scottish Fantasy fiction, Fiction, romance, fantasy, Fiction, science fiction, general, Fiction, fantasy, general, Classic Literature, Fantasy, Fiction, English literature, Fairies, Fairyland (Imaginary place), English Fantasy fiction, Scottish authors, Fantasy fiction, Fiction, general",1850,https://covers.openlibrary.org/b/id/14358814-L.jpg
/works/OL10263W,Le petit prince,Antoine de Saint-Exupéry,"adventure, fantasy, friendship, love, childhood, loss, loneliness, Italian language, Children's fiction, Friendship, fiction, Fantasy fiction, Princes, fiction, Fairy tales, Adventure and adventurers, fiction, Princes, Fiction, Toy and movable books, Continental european fiction (fictional works by one author), French language, readers, Romans, nouvelles",1943,https://covers.openlibrary.org/b/id/10708272-L.jpg
/works/OL82563W,Harry Potter and the Philosopher's Stone,J. K. Rowling,"Ghosts, Monsters, Vampires, Witches, Challenges and Overcoming Obstacles, Magic and Supernatural, Cleverness, School Life, school stories, Wizards, Magic, MAGIA, MAGOS, Juvenile fiction, Fiction, NOVELAS INGLESAS, Schools, orphans, fantasy fiction, England in fiction",1997,https://covers.openlibrary.org/b/id/10521270-L.jpg
/works/OL2239396W,À rebours,Joris-Karl Huysmans,"Aesthetics, Fiction, Fiction, general, Translations from French, Translations into English, Fiction in English, French fiction, Classic Literature, French Translations, Continental european fiction (fictional works by one author), Large type books, Romans (teksten), decadent, Fantasy, Aesthetics in fiction, Long Now Manual for Civilization, Gifted children, Education, LGBTQ novels before Stonewall, Aesthetics--fiction",1884,https://covers.openlibrary.org/b/id/13170209-L.jpg
/works/OL20165W,Puck of Pook's Hill,Rudyard Kipling,"Fiction, Space and time, History, Classic Literature, Children's stories, Juvenile fiction, Fiction, fantasy, general, England, fiction, British and irish fiction (fictional works by one author), Fiction, historical, general, Great britain, fiction, Children's fiction, Adventure and adventurers, fiction, Juvenile literature, Puck (Legendary character), Secularization, Fondazione Magna Carta, Children's stories, English, Fantasy",1900,https://covers.openlibrary.org/b/id/8242296-L.jpg
/works/OL27513W,The Fellowship of the Ring,J.R.R. Tolkien,"Elves, Dwarves, evil, fear, hope, young adult fiction, Ficción, Ficción fantástica inglesa, Fantastic fiction, The Lord of the Rings, English Fantasy fiction, Open Library Staff Picks, Fiction, Fantasy, Fairy tales, Adventure stories, Fantasy fiction, Middle Earth (Imaginary place), History and criticism, FICTION / Fantasy / Epic",1954,https://covers.openlibrary.org/b/id/14627060-L.jpg
/works/OL262388W,The Enchanted Island of Yew,L. Frank Baum,"Fantasy, Fiction, Juvenile Fiction, Classic Literature, Children's fiction, Fantasy fiction, Adventure stories",1903,https://covers.openlibrary.org/b/id/1755697-L.jpg
/works/OL27479W,The Two Towers,J.R.R. Tolkien,"Ents, Orcs, hobbits, magic, Ficción fantástica inglesa, Ficción, translations into Spanish, readers for new literates, The Lord of the Rings, English Fantasy fiction, Open Library Staff Picks, Fiction, Fantasy, Popular Carousel, Middle Earth (Imaginary place), Tierra Media (Lugar imaginario), Baggins, Frodo (Personaje literario), Chinese language materials, Translations into Chinese, English fiction",1954,https://covers.openlibrary.org/b/id/14627564-L.jpg
/works/OL82537W,Harry Potter and the Chamber of Secrets,J. K. Rowling,"Fantasy fiction, school stories, Fiction, Fantasy, Nestlé Smarties Book Prize winner, Juvenile fiction, Wizards, Magic, Schools, Spanish language materials, Magia, Escuelas, Ficción juvenil, Novela fantástica, Hogwarts School of Witchcraft and Wizardry (Imaginary place), Harry Potter (Fictitious character), Wizards -- Juvenile fiction, Witches, Hogwarts School of Witchcraft and Wizardry (Imaginary organization), Magos",1998,https://covers.openlibrary.org/b/id/8392798-L.jpg
/works/OL27455W,The Return of the King,J.R.R. Tolkien,"Elves, Hobbits, The Lord of the Rings, hope, fear, magic, Fiction, Fantasy, English Fantasy fiction, Juvenile fiction, Fantastic fiction, Textual Criticism, Middle Earth (Imaginary place), Chinese language materials, Adventure, Fantasy fiction, Frodo Baggins (Fictional character), Frodo Baggins (Fictitious character), Fiction, fantasy, epic, Middle earth (imaginary place), fiction",1950,https://covers.openlibrary.org/b/id/14627062-L.jpg
/works/OL1156218W,The Royal Book of Oz,Ruth Plumly Thompson,"Fantasy, Fiction, Scarecrows, Children's fiction, Oz (imaginary place), fiction, Fantasy fiction, Adventure and adventurers, fiction, Fiction, fantasy, general",1921,https://covers.openlibrary.org/b/id/709865-L.jpg
/works/OL82536W,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,"Fantasy fiction, orphans, foster homes, fantasy, literature, juvenile fantasy fiction, Locus Award winner, Bram Stoker Award winner, Whitbread Book Award winner, Adventure, Juvenile literature, Juvenile works, Juvenile audience, Children's books, Magic, Open Library Staff Picks, Juvenile fiction, Wizards, New York Times bestseller, Schools",1999,https://covers.openlibrary.org/b/id/10580435-L.jpg
/works/OL39108W,The Secret Agent,Joseph Conrad,"Anarchists, fiction, Conspiracies, fiction, Bombings, fiction, Terrorism, fiction, Royal Greenwich Observatory, fiction, Drama, Trading companies, Dutch, Classic Literature, Moles (Spies), Political, British and Irish fiction (fictional works by one author), English literature, Africa, fiction, Fiction, psychological, London (England), fiction, Fiction, political, Large type books, English Romances, Romance Ingles",1907,https://covers.openlibrary.org/b/id/8239401-L.jpg
/works/OL82560W,Harry Potter and the Goblet of Fire,"J. K. Rowling, Jim Kay","orphans, foster homes, Waisenkind, Intrige, Wiederbelebung, Bewährung, Wettkampf, Junge, Sport, Rettung, Jugendbuch, Mord, magier, fictitious schools, juvenile works, juvenile audience, juvenile literature, children's stories, Fiction, Hugo Award Winner",1993,https://covers.openlibrary.org/b/id/12059372-L.jpg
/works/OL676009W,Мастер и Маргарита,Михаил Афанасьевич Булгаков,"satire, humor, Politicians, Good and evil, Alienation, atheism, magicians, bands, political fiction, allegories, Fiction, Literature, Fantasy, Mental illness, Classic Literature, History, Russian Political fiction, Continental european fiction (fictional works by one author), Moscow (russia), fiction, Fiction, humorous",1966,https://covers.openlibrary.org/b/id/12947486-L.jpg
/works/OL69602W,The reluctant dragon,"Kenneth Grahame, Jim Weiss, Ernest H. Shepard, Michael Hague, Kenneth Grahame, Kenneth Kenneth Grahame, Grahame Kenneth","Fiction, Dragons, Juvenile fiction, Fairy tales, Fairy plays, Fantasy, Friendship, Compromise (Ethics), Children's fiction, Dragons, fiction, George, saint, -303, fiction, Indians of North America, Pictorial works, Fantasy fiction, Friendship, fiction, Adventure and adventurers, fiction, Animals, mythical",1938,https://covers.openlibrary.org/b/id/6557137-L.jpg
/works/OL4104767W,The Moon Pool,A. Merritt,"Fiction, Botanists, Geographical myths, Paranormal fiction, Kidnapping, Fantasy, Imaginary places, Legends, Fiction, science fiction, general, Fiction, mystery & detective, general, Fiction, fantasy, general, Science fiction, Pacific area, fiction, Oceania -- Fiction, Geographical myths -- Fiction, Botanists -- Fiction, Mythes géographiques, Romans, nouvelles, Botanistes",1919,https://covers.openlibrary.org/b/id/9317374-L.jpg
/works/OL82548W,Harry Potter and the Order of the Phoenix,J. K. Rowling,"Children's Books/Ages 9-12 Fiction, Witches and warlocks, Juvenile audience, Juvenile works, Magic, Fantasy fiction, Juvenile fiction, Fiction, Fantasy, Friendship, Children's stories, Juvenile literature, Magia, Novela juvenil, Traducciones al español, Escuelas, Novela inglesa, Romans, nouvelles, etc. pour la jeunesse, Magiciens, Magic in fiction",2003,https://covers.openlibrary.org/b/id/10523466-L.jpg
/works/OL1449046W,The Story of Doctor Dolittle,Hugh Lofting,"Animals, Classic Literature, Children's stories, Fiction, Juvenile fiction, Fantasy, Fantasy fiction, Juvenile works, Children's fiction, Animals, fiction, Dolittle, doctor (fictitious character), fiction, Physicians, Human-animal communication, Er tong wen xue, Chang pian xiao shuo, Fiction, fantasy, general, Veterinarians, Voyages and travels, Doctor Dolittle (Fictitious character)",1920,https://covers.openlibrary.org/b/id/5262289-L.jpg
/works/OL47733W,"News from Nowhere, or, An epoch of rest",William Morris,"Utopias, Socialism, Classic Literature, Fantasy, Fiction, Fiction, short stories (single author), Fiction, sagas, Utopies, Utopie, Utopian literature, Great britain, social conditions",1891,https://covers.openlibrary.org/b/id/117742-L.jpg
/works/OL45790W,Charlie and the Chocolate Factory,Roald Dahl,"Childrens Media Tie-In Books, Children's Middle Grade Action & Adventure Books, Children's Picture Books, Avarice, Behavior, Chocolat, Chocolate, Chocolate factories, Conducta, Conduct of life, Cuentos humorísticos, Eccentrics and eccentricities, Factories, Fantasy, Ficción juvenil, Fiction, Grandparent and child, Human behavior, Humorous fiction, Humorous stories",1964,https://covers.openlibrary.org/b/id/12459564-L.jpg
/works/OL1418187W,A Princess of Mars,Edgar Rice Burroughs,"John Carter (Fictitious character), Fiction, Classic Literature, Dejah Thoris (Fictitious character), Princesses, Princesses in fiction, Science fiction, Translations into Russian, Fantasy, Barsoom, Large type books, Fiction, science fiction, action & adventure, Carter, john (fictitious character), fiction, Barsoom (imaginary place), fiction, Fiction, science fiction, general, Fiction, action & adventure, Social life and customs, Folklore, Music and dance, Manners and customs",1917,https://covers.openlibrary.org/b/id/207226-L.jpg
/works/OL15449W,The Princess and the Goblin,George MacDonald,"Classic Literature, Fantasy, Fiction, Juvenile Fiction, Juvenile Literature, Fairy tales, Children's fiction, Child and youth fiction, Classic fiction, Fairy tales, folk tales, fables, magical tales & traditional stories, Science Fiction, Fantasy, & Magic, Children's Books/All Ages, Children: Babies & Toddlers, Classics, Fantasy - General, Fiction / Classics, Fiction/Fantasy - General, Unabridged Audio / Fiction/General, Fairy Tales & Folklore - General, Unabridged Audio - Fiction/General",1907,https://covers.openlibrary.org/b/id/14363454-L.jpg
/works/OL471789W,The Secret Adversary,Agatha Christie,"Classic Literature, English language, Fiction, Married people, Murder, Mystery, Private investigators, Problems, exercises, Report writing, Rhetoric, Tommy Beresford (Fictitious character), Tuppence Beresford (Fictitious character), Women detectives, Large type books, English language, rhetoric, English language, grammar, College readers, Youth, Adventure stories, Detective and mystery stories",1922,https://covers.openlibrary.org/b/id/14590159-L.jpg
/works/OL8763148W,The mystery of Edwin Drood,"Charles Dickens, Samuel Luke Fildes, Charles Bernard-Derosne, TC, John Cuming Walters","Missing persons, Triangles (Interpersonal relations), Fiction, Choral conductors, Separation (Psychology), British and irish fiction (fictional works by one author), England, fiction, England in fiction, Choral conductors in fiction, Missing persons in fiction, Cathedrals, Cathedrals in fiction, Social life and customs, Fiction, mystery & detective, general, Fiction, psychological, Missing persons, fiction, Classic Literature, Mystery, English literature, Manners and customs",1870,https://covers.openlibrary.org/b/id/8243336-L.jpg
/works/OL262452W,His Last Bow [8 stories],Arthur Conan Doyle,"short stories, Detective and mystery fiction, Fiction, Mystery fiction, Historical fiction, Classic Literature, English Detective and mystery stories, Mystery, Private investigators, Romans, Roman policier anglais, FICTION / General, English Short stories, short stories in English, Chinese Detective and mystery stories, Holmes, sherlock (fictitious character), fiction, Private investigators, fiction, England, fiction, Fiction, mystery & detective, traditional, British and irish fiction (fictional works by one author)",1917,https://covers.openlibrary.org/b/id/8243267-L.jpg
/works/OL23797W,The Riddle of the Sands,Erskine Childers,"Great britain, fiction, Fiction, action & adventure, Fiction, thrillers, espionage, Fiction, alternative history, Fiction, sea stories, Large type books, Fiction, Invasions, History, Secret service, Sailing, British, Classic Literature, Thriller, Mystery, Fiction, espionage, General, Invasions of Great Britain, English Spy stories, Secret service -- Fiction",1903,https://covers.openlibrary.org/b/id/2293974-L.jpg
/works/OL38663W,Heart of Darkness,Joseph Conrad,"Fiction, Romance, Degeneration, Literature, Description and travel, Diaries, Sailors, Short stories, English literature, Suffering, Trading posts, Classic Literature, Travel, Discovery and exploration, Mystery, Open Library Staff Picks, Drama, Fugitives from justice, English Psychological fiction, LITERATURA INGLESA (HISTÓRIA E CRÍTICA)",1899,https://covers.openlibrary.org/b/id/12307847-L.jpg
/works/OL166894W,Преступление и наказание,Фёдор Михайлович Достоевский,"English Translations, Russian literature, Novela psicológica, Fiction, Translations into Yiddish, Psychological fiction, German language, Murder, Fiction in Spanish, Mystery fiction, Classic Literature, Detective and mystery stories, Open Library Staff Picks, Guilt, open_syllabus_project, Novela policíaca, Crime, Social life and customs, Ficción, Murderers",1866,https://covers.openlibrary.org/b/id/9411873-L.jpg
/works/OL76501W,Greenmantle,John Buchan,"Fiction, thrillers, espionage, Hannay, richard (fictitious character), fiction, Great britain, fiction, World war, 1914-1918, fiction, Fiction, war & military, Richard Hannay (Fictitious character), World War, 1914-1918, Literature, Mystery, Fiction, Intelligence service, Classic Literature, Fiction, espionage, Secret service, Large type books, Romans, Guerre mondiale, 1914-1918, English War stories, Récits de guerre anglais, English literature",1915,https://covers.openlibrary.org/b/id/93023-L.jpg
/works/OL1315930W,Trent's Last Case,"E. C. Bentley, E. Bentley","Fiction, general, Fiction, mystery & detective, general, Fiction, Philip Trent (Fictitious character), Private investigators, Private investigators in fiction, England, fiction, Detective and mystery stories, English language, Text-books for foreigners, English literature, Englisch, Roman, Fiction, mystery & detective, police procedural, Great britain, fiction, Crime, fiction, Trent, Philip (Fictitious character) -- Fiction, Mystery, English Detective and mystery stories",1913,https://covers.openlibrary.org/b/id/118583-L.jpg
/works/OL76595W,Prester John,John Buchan,"Fiction, Scots, Clergy, Zulu (African people), Viction, Mystery, Adventure stories, Fiction, general, Clergy, fiction, South africa, fiction, Fiction, action & adventure, Prester John (Legendary character) -- Fiction, Prester John (Legendary character), Manners and customs, South Africa -- Social life and customs -- 20th century -- Fiction, South Africa, Zoulous, Romans, nouvelles, Écossais, Clergé",1910,https://covers.openlibrary.org/b/id/5981967-L.jpg
/works/OL2234917W,Whose Body?,Dorothy L. Sayers,"Mystery, Detectives, Lord Wimsey, Peter (Fictitious character), Translations into Russian, English Detective and mystery stories, Private investigators, Fiction, Police, Classic Literature, Private investigators, fiction, Wimsey, peter, lord (fictitious character), fiction, Fiction, mystery & detective, general, England, fiction, Murder, Investigation, Fiction, mystery & detective, traditional, English literature, Fiction, thrillers, general, Crime, fiction",1923,https://covers.openlibrary.org/b/id/8311819-L.jpg
/works/OL176086W,Basil,"Wilkie Collins, Miguel Martínez-Lage","Fiction, Fathers and sons, Young men, Revenge, Inheritance and succession, Psychology, Classic Literature, Mystery, Social classes, Interpersonal relations, Criminals, Adultery, Seduction, British and irish fiction (fictional works by one author), English literature, Fiction, mystery & detective, general, Long Now Manual for Civilization",1852,https://covers.openlibrary.org/b/id/12968342-L.jpg
/works/OL176068W,The Black Robe,"Wilkie Collins, Wilkie Collins","Classic Literature, Fiction, Mystery, Priesthood, Fiction, thrillers, general, British and irish fiction (fictional works by one author), Fiction, christian, general, Man-woman relationships, fiction, England, fiction, Fiction, classics, Fiction, epistolary, English literature, Jewish way of life",1881,https://covers.openlibrary.org/b/id/1759983-L.jpg
/works/OL472073W,Murder on the Links,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Private investigators, Murder, Investigation, English Detective and mystery stories, Mystery, Golf courses, English literature, Identity, English fiction, England, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, Private investigators, fiction, Fiction, thrillers, crime, Fiction, mystery & detective, private investigators, Poirot, Hercule (Fictitious character)--Fiction, Private investigators--England--Fiction, Fiction, thrillers, suspense",1923,https://covers.openlibrary.org/b/id/14582832-L.jpg
/works/OL6438811W,Fifty Candles,Earl Derr Biggers,"Mystery, Suspense, Fiction, Fiction, mystery & detective, general",1926,https://covers.openlibrary.org/b/id/1956467-L.jpg
/works/OL250352W,The Amateur Cracksman,E. W. Hornung,"Classic Literature, Criminals, English Detective and mystery stories, Fiction, Mystery, Raffles (Fictitious character), Short Stories, Fiction, general, Raffles (fictitious character), fiction, Raffles (Personnage fictif), Romans, nouvelles, Criminels, England -- Fiction, Detective and mystery stories, English, Criminals -- Fiction, Raffles (Fictitious character) -- Fiction, English Short stories, Large type books, England, fiction, Jewel thieves",1899,https://covers.openlibrary.org/b/id/2895793-L.jpg
/works/OL471576W,Murder on the Orient Express,"Agatha Christie, Andrew Sachs, Ken Ludwig, Not Known, Graham Johnson, Bethany Bolton, Jesse Felton, Chalut, Hal Boffin","Agatha Christie, Private investigator, P.I., Hercule Poirot, Detective, Murder, Mystery, Juvenile, Humour, Fiction, Literature, Stories, Private investigators, Private investigators in fiction, Travel, Railroad, Trains, Express trains, Orient Express, Littérature anglaise",1933,https://covers.openlibrary.org/b/id/11100465-L.jpg
/works/OL471940W,Poirot investigates,Agatha Christie,"Hercule Poirot (Fictitious character), Private investigators, Chief Inspector Japp (Fictitious character), Belgians, English Detective and mystery stories, Detective and mystery stories, Fiction, Captain Hastings (Fictitious character), English Short stories, Historical Fiction, Mystery, Romance, England, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, short stories, Fiction, mystery & detective, collections & anthologies, Fiction, crime, Fiction, mystery & detective, historical, Private investigators -- England -- Fiction",1924,https://covers.openlibrary.org/b/id/13670505-L.jpg
/works/OL471932W,The Murder of Roger Ackroyd,Agatha Christie,"detective fiction, mystery, murder, investigation, victim, Private investigators, Detective and mystery stories, Fiction, Mystery & Detective fiction, historical fiction, crime fiction, Unreliable Narrator, Belgians, Investigadores privados, Novela policíaca, Ficción, Fiction, mystery & detective, traditional, Poirot, hercule (fictitious character), fiction, England, fiction, Private investigators, fiction",1926,https://covers.openlibrary.org/b/id/13151356-L.jpg
/works/OL137397W,The After House,Mary Roberts Rinehart,"Classic Literature, Fiction, mystery and suspense, Yachting, Fiction, mystery & detective, general, Fiction, thrillers, general, Large type books, Mystery, suspense, Mystery & Detective, General, LITERARY CRITICISM, American, Fiction, sea stories, Fiction, romance, general, Fiction, general, Detective and mystery stories, Mutiny, Adventure stories, English Adventure stories",1914,https://covers.openlibrary.org/b/id/2757973-L.jpg
/works/OL1518053W,The Angel of Terror,Edgar Wallace,"Fiction, Mystery, Suspense, Fiction, mystery & detective, general, Crime, fiction",1923,https://covers.openlibrary.org/b/id/1814681-L.jpg
/works/OL76837W,The Da Vinci Code,Dan Brown,"Suspense & Thriller, Spiritual Fiction, hieros gamos, Priory of Sion, Holy Grail, Vitruvian Man, Fibonacci sequence, safe deposit boxes, mystery & suspense, Templars, Manuscripts, Last Supper in art, Symbolism in architecture, suspense fiction, adventure fiction, Catholics, puzzles, International thriller, Code and cipher stories, Mystery fiction",2003,https://covers.openlibrary.org/b/id/9255229-L.jpg
/works/OL472549W,The Man in the Brown Suit,Agatha Christie,"Fiction, Mystery, English literature, Fiction, mystery & detective, general, French fiction, English Detective and mystery stories, London (england), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, international crime & mystery, Fiction, mystery & detective, amateur sleuth, Fiction, mystery & detective, women sleuths, South Africa -- Fiction, Detective and mystery stories, London (England) -- Fiction, Murder -- Investigation -- Fiction, Women adventurers, Fiction, thrillers, general, Race, colonel johnny (fictitious character), fiction",1924,https://covers.openlibrary.org/b/id/11153508-L.jpg
